交易号                  ,商家订单号               ,交易创建时间              ,付款时间                ,最近修改时间              ,交易来源地     ,类型              ,交易对方            ,商品名称                ,金额（元）   ,收/支     ,交易状态    ,服务费（元）   ,成功退款（元）  ,备注                  ,资金状态     
"2020072822001147411427549307	","T200P1149190914706833850	",2020/7/28 20:59,2020/7/28 20:59,2020/8/3 20:26,淘宝        ,支付宝担保交易         ,仇仇1121          ,仇大哥AUBURN指甲油傲本奶白色显白快干持久不可剥免烤,29,支出      ,交易成功    ,0,0,                    ,已支出      
"20200728009130193000410098164855	","20200728001100121100414785947856	",2020/7/28 12:42,2020/7/28 12:42,2020/7/28 12:42,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072822001447411427052291	","21P2088921985603966W03_0461368603266345126503488	",2020/7/28 12:42,2020/7/28 12:42,2020/7/28 12:42,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陕记老潼关肉夹馍        ,MTDP-老潼关肉夹馍（新江湾城悠方店）,42,支出      ,交易成功    ,0,0,                    ,已支出      
"20200728009130193000410097782756	","20200728001100121100414785831065	",2020/7/28 9:59,2020/7/28 9:59,2020/7/28 9:59,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072822001447411427037662	","225289138044        	",2020/7/28 9:59,2020/7/28 9:59,2020/7/28 9:59,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,2.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200728342293543411 	","                    	",2020/7/28 2:25,                    ,2020/7/28 2:25,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.27-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"20200727009130193000410097628954	","20200727001100121100414785543387	",2020/7/27 21:05,2020/7/27 21:05,2020/7/27 21:05,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072722001447411426131014	","20072770057611630907	",2020/7/27 21:05,2020/7/27 21:05,2020/7/27 21:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,果之满满鲜榨果汁(五角场万达店)外卖订单,34.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200727009130193000410097087721	","20200727001100121100414785154595	",2020/7/27 9:39,2020/7/27 9:39,2020/7/27 9:39,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072722001447411426299610	","225108504844        	",2020/7/27 9:39,2020/7/27 9:39,2020/7/27 9:39,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,6,支出      ,交易成功    ,0,0,                    ,已支出      
"20200727009130193000410097023464	","20200727001100121100414785142186	",2020/7/27 9:36,2020/7/27 9:36,2020/7/27 9:36,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072722001147411426197753	","T200P1145105120217833850	",2020/7/27 9:36,2020/7/27 9:36,2020/7/28 12:46,淘宝        ,支付宝担保交易         ,飞跃官方旗舰店         ,feiyue/飞跃鞋垫女海波丽柔软吸汗防臭鞋垫男 等多件,38,支出      ,交易成功    ,0,0,                    ,已支出      
"2020072622001147411426017876_1144256736276833850	","T200P1144256736276833850	",2020/7/27 9:35,                    ,2020/7/27 9:35,淘宝        ,支付宝担保交易         ,飞跃官方旗舰店         ,退款-feiyue/飞跃鞋垫女海波丽柔软吸汗防臭鞋垫男,19,收入      ,退款成功    ,0,0,                    ,已收入      
"20200727332981861411 	","                    	",2020/7/27 2:29,                    ,2020/7/27 2:29,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.26-收益发放 ,0.04,收入      ,交易成功    ,0,0,                    ,已收入      
"20200726009130193000410096552835	","20200726001100121100414784849295	",2020/7/26 20:44,2020/7/26 20:44,2020/7/26 20:44,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072622001147411426017876	","T200P1144256736276833850	",2020/7/26 20:43,2020/7/26 20:44,2020/7/27 9:35,淘宝        ,支付宝担保交易         ,飞跃官方旗舰店         ,feiyue/飞跃鞋垫女海波丽柔软吸汗防臭鞋垫男,19,支出      ,交易关闭    ,0,0,                    ,已支出      
"20200726331402178411 	","                    	",2020/7/26 2:35,                    ,2020/7/26 2:35,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.25-收益发放 ,0.05,收入      ,交易成功    ,0,0,                    ,已收入      
"20200725009130193000410095988076	","20200725001100121100414784230897	",2020/7/25 21:13,2020/7/25 21:13,2020/7/25 21:13,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072522001447411425496909	","20200725040405683641461	",2020/7/25 21:13,2020/7/25 21:13,2020/7/25 21:13,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,小电充电宝               ,8,支出      ,交易成功    ,0,0,                    ,已支出      
"20200725200040011100410056154247	","                    	",2020/7/25 20:12,2020/7/25 20:12,2020/7/25 20:13,支付宝网站     ,即时到账交易          ,徐玉凤             ,转账到银行卡-转账           ,8000,支出      ,交易成功    ,0,0,                    ,已支出      
"20200725200040011100410056115350	","                    	",2020/7/25 19:37,2020/7/25 19:37,2020/7/25 19:37,支付宝网站     ,即时到账交易          ,小猪猪             ,收款                  ,10,支出      ,交易成功    ,0,0,收款                  ,已支出      
"20200725009130125000410095930618	","20200725200040011100020069084957	",2020/7/25 19:26,2020/7/25 19:26,2020/7/25 19:26,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,8000,        ,交易成功    ,0,0,                    ,资金转移     
"20200725200040011100020069084957	","                    	",2020/7/25 19:26,2020/7/25 19:26,2020/7/25 19:26,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,8000,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200725009130125000410095551164	","20200725200040011100860066952283	",2020/7/25 19:12,2020/7/25 19:12,2020/7/25 19:12,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,26,        ,交易成功    ,0,0,                    ,资金转移     
"20200725200040011100860066952283	","                    	",2020/7/25 19:12,2020/7/25 19:12,2020/7/25 19:12,支付宝网站     ,即时到账交易          ,大玥              ,转账                  ,26,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200725009130193000410095819547	","20200725001100121100414784155187	",2020/7/25 19:12,2020/7/25 19:12,2020/7/25 19:12,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072522001147411425683062	","T150P1143011170697833850	",2020/7/25 19:12,2020/7/25 19:12,2020/7/25 19:12,淘宝        ,支付宝担保交易         ,淘票票-电影          ,《多力特的奇幻冒险》上海青浦永乐国际影城（青松路1店）电影票,51.8,支出      ,交易成功    ,0,0,                    ,已支出      
"20200725009130193000410095414185	","20200725001100121100414784040536	",2020/7/25 16:50,2020/7/25 16:50,2020/7/25 16:50,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072522001447411425058211	","210_202007252169757401751629	",2020/7/25 16:50,2020/7/25 16:50,2020/7/25 16:50,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-叶师傅            ,25.61,支出      ,交易成功    ,0,0,                    ,已支出      
"20200725009130193000410095626252	","20200725001100121100414783919364	",2020/7/25 11:44,2020/7/25 11:44,2020/7/25 11:44,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072522001447411425109694	","20072570055411037107	",2020/7/25 11:44,2020/7/25 11:44,2020/7/25 11:44,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,和番丼饭（青浦万达店）外卖订单     ,58.1,支出      ,交易成功    ,0,0,                    ,已支出      
"20200725326144093411 	","                    	",2020/7/25 2:34,                    ,2020/7/25 2:34,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.24-收益发放 ,0.05,收入      ,交易成功    ,0,0,                    ,已收入      
"20200724009130193000410094784357	","20200724001100121100414783660505	",2020/7/24 22:10,2020/7/24 22:10,2020/7/24 22:10,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072422001447411424632831	","210_202007242169282601439186	",2020/7/24 22:10,2020/7/24 22:10,2020/7/24 22:10,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-施师傅            ,13,支出      ,交易成功    ,0,0,                    ,已支出      
"20200724009130193000410094845546	","20200724001100121100414783583942	",2020/7/24 20:49,2020/7/24 20:49,2020/7/24 20:49,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072422001447411425018768	","32012205644464919988	",2020/7/24 20:49,2020/7/24 20:49,2020/7/24 20:49,其他（包括阿里巴巴和外部商家）,即时到账交易          ,P256            ,P256-当面付款           ,15,支出      ,交易成功    ,0,0,                    ,已支出      
"20200724009130193000410095110019	","20200724001100121100414783613966	",2020/7/24 20:46,2020/7/24 20:46,2020/7/24 20:46,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072422001447411424913055	","OP6853027397852202832	",2020/7/24 20:46,2020/7/24 20:46,2020/7/24 20:46,其他（包括阿里巴巴和外部商家）,即时到账交易          ,1973继光香香鸡(青浦宝龙店),支付码:334619 继光香香鸡(青浦宝龙城店)(6853027393515456336),18,支出      ,交易成功    ,0,0,                    ,已支出      
"20200724009130193000410094450787	","20200724001100121100414783230560	",2020/7/24 9:34,2020/7/24 9:34,2020/7/24 9:34,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072422001447411424206461	","0896846d8e16471fa19e3411eb42693c	",2020/7/24 9:34,2020/7/24 9:34,2020/7/24 9:34,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,85.66,支出      ,交易成功    ,0,0,                    ,已支出      
"20200724009130193000410094457646	","20200724001100121100414783207923	",2020/7/24 8:33,2020/7/24 8:33,2020/7/24 8:33,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072422001447411424619579	","0612660000482200017895237267333430	",2020/7/24 8:33,2020/7/24 8:33,2020/7/24 8:33,其他（包括阿里巴巴和外部商家）,即时到账交易          ,老盛兴上海武夷路店       ,老盛兴上海武夷路店           ,12,支出      ,交易成功    ,0,0,                    ,已支出      
"20200724009130193000410094421639	","20200724001100121100414783192228	",2020/7/24 8:17,2020/7/24 8:17,2020/7/24 8:17,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072422001447411423803797	","2020072433340068_081728_8	",2020/7/24 8:17,2020/7/24 8:17,2020/7/24 8:17,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海市皮肤病医院        ,上海市皮肤病医院移动支付        ,21,支出      ,交易成功    ,0,0,                    ,已支出      
"20200724009130193000410094135727	","20200724001100121100414783179369	",2020/7/24 8:05,2020/7/24 8:05,2020/7/24 8:05,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072422001447411424181860	","224650315888        	",2020/7/24 8:05,2020/7/24 8:05,2020/7/24 8:05,其他（包括阿里巴巴和外部商家）,即时到账交易          ,罗森便利店           ,支付宝支付武夷路173号店消费     ,4.6,支出      ,交易成功    ,0,0,                    ,已支出      
"20200724200040011100410055108596	","                    	",2020/7/24 6:55,2020/7/24 6:55,2020/7/24 6:56,支付宝网站     ,即时到账交易          ,龚慧珏             ,转账到银行卡-转账           ,50,        ,交易成功    ,0,0,                    ,资金转移     
"20200724314468940411 	","                    	",2020/7/24 2:35,                    ,2020/7/24 2:35,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.23-收益发放 ,0.06,收入      ,交易成功    ,0,0,                    ,已收入      
"20200723009130193000410093795501	","20200723001100121100414782656602	",2020/7/23 11:19,2020/7/23 11:19,2020/7/23 11:19,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072322001447411423913285	","MW01595474358854001318	",2020/7/23 11:19,2020/7/23 11:19,2020/7/23 11:19,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-ELEVEn(国通店)   ,7-11上海国通店           ,10,支出      ,交易成功    ,0,0,                    ,已支出      
"20200723308812543411 	","                    	",2020/7/23 2:34,                    ,2020/7/23 2:34,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.22-收益发放 ,0.06,收入      ,交易成功    ,0,0,                    ,已收入      
"20200722928464094105 	","202007221100300702470609695597	",2020/7/22 11:18,2020/7/22 11:18,2020/7/22 11:18,其他（包括阿里巴巴和外部商家）,即时到账交易          ,国泰财产保险有限责任公司    ,保险承保-银行卡安全险-国泰产险|19092156404793810247|期数|202007|续期交易付款,1.66,支出      ,交易成功    ,0,0,                    ,已支出      
"20200722001080012204410045940737	","                    	",2020/7/22 9:44,                    ,2020/7/22 9:44,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘创业板ETF联接C-买入 ,150,支出      ,交易成功    ,0,0,                    ,已支出      
"20200722009130193000410092868518	","20200722001100121100414781918887	",2020/7/22 9:39,2020/7/22 9:39,2020/7/22 9:39,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072222001447411422991791	","224317561944        	",2020/7/22 9:39,2020/7/22 9:39,2020/7/22 9:39,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,14.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200722001080012204410045925198	","                    	",2020/7/22 9:27,                    ,2020/7/22 9:27,支付宝网站     ,即时到账交易          ,蚂蚁财富-蚂蚁（杭州）基金销售有限公司,蚂蚁财富-天弘沪深300ETF联接C-买入,150,支出      ,交易成功    ,0,0,                    ,已支出      
"20200722303387599411 	","                    	",2020/7/22 2:31,                    ,2020/7/22 2:31,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.21-收益发放 ,0.07,收入      ,交易成功    ,0,0,                    ,已收入      
"20200721009130193000410092223342	","20200721001100121100414781454981	",2020/7/21 15:31,2020/7/21 15:31,2020/7/21 15:31,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072122001447411422931581	","MW01595316675533001038	",2020/7/21 15:31,2020/7/21 15:31,2020/7/21 15:31,其他（包括阿里巴巴和外部商家）,即时到账交易          ,7-ELEVEn(国通店)   ,7-11上海国通店           ,4.2,支出      ,交易成功    ,0,0,                    ,已支出      
"20200721009130193000410091891269	","20200721001100121100414781276032	",2020/7/21 9:41,2020/7/21 9:41,2020/7/21 9:41,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072122001447411422627902	","224135953844        	",2020/7/21 9:41,2020/7/21 9:41,2020/7/21 9:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,2.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200721397393756411 	","                    	",2020/7/21 2:14,                    ,2020/7/21 2:14,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.20-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200720009130193000410091203827	","20200720001100121100414780936023	",2020/7/20 19:29,2020/7/20 19:29,2020/7/20 19:29,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072022001447411422603592	","210_202007202166386301666227	",2020/7/20 19:29,2020/7/20 19:29,2020/7/20 19:29,其他（包括阿里巴巴和外部商家）,即时到账交易          ,滴滴出行            ,滴滴快车-高师傅            ,18.88,支出      ,交易成功    ,0,0,                    ,已支出      
"2020072022001147411422295685	","T200P1130559296484833850	",2020/7/20 10:01,2020/7/20 10:01,2020/7/21 22:50,淘宝        ,支付宝担保交易         ,宝洁官方旗舰店         ,欧乐b/OralB牙龈专护牙膏牙龈修护护龈口气清新家庭实惠装90g*3 等多件,89.8,支出      ,交易成功    ,0,0,                    ,已支出      
"20200720009130193000410090675246	","20200720001100121100414780581899	",2020/7/20 9:41,2020/7/20 9:41,2020/7/20 9:41,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072022001447411422020242	","223958746544        	",2020/7/20 9:41,2020/7/20 9:41,2020/7/20 9:41,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淞虹              ,7-ELEVEn上海国通消费      ,10.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200720009130193000410090505839	","20200720001100121100414780574167	",2020/7/20 9:38,2020/7/20 9:38,2020/7/20 9:38,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020072022001447411422270368	","47441d441a5848e7b48e1dd95e3bdd0e	",2020/7/20 9:38,2020/7/20 9:38,2020/7/20 9:38,其他（包括阿里巴巴和外部商家）,即时到账交易          ,上海赛可出行科技服务有限公司  ,享道出行                ,17.5,支出      ,交易成功    ,0,0,                    ,已支出      
"20200720392208339411 	","                    	",2020/7/20 2:15,                    ,2020/7/20 2:15,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.19-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200719009130193000410090591945	","20200719001100121100414780326666	",2020/7/19 23:22,2020/7/19 23:22,2020/7/19 23:22,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071922001147411422245720	","T200P1129940288424833850	",2020/7/19 23:22,2020/7/19 23:22,2020/7/21 22:50,淘宝        ,支付宝担保交易         ,无印良品muji官方旗舰店   ,无印良品 MUJI 女式 合脚直角 浅口运动船袜 等多件,121,支出      ,交易成功    ,0,0,                    ,已支出      
"20200719009130193000410090111294	","20200719001100121100414780160006	",2020/7/19 18:27,2020/7/19 18:27,2020/7/19 18:27,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071922001447411422430829	","20071970050295566707	",2020/7/19 18:26,2020/7/19 18:26,2020/7/19 18:26,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,930私房菜(国和路店)外卖订单    ,25.1,支出      ,交易成功    ,0,0,                    ,已支出      
"20200719009130193000410089923808	","20200719001100121100414780080890	",2020/7/19 16:16,2020/7/19 16:16,2020/7/19 16:16,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071922001147411422246833	","T200P1129833347516833850	",2020/7/19 16:15,2020/7/19 16:16,2020/7/20 22:39,淘宝        ,支付宝担保交易         ,天猫超市            ,苏菲卫生巾柔棉感日用超熟睡弹力贴身夜用姨妈巾共96片整箱组合装,61.65,支出      ,交易成功    ,0,0,                    ,已支出      
"20200719009130193000410090026798	","20200719001100121100414780000811	",2020/7/19 14:02,2020/7/19 14:02,2020/7/19 14:02,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071922001447411422191878	","20071970050071799707	",2020/7/19 14:01,2020/7/19 14:01,2020/7/19 14:01,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,茶米茶(上海合生汇店)外卖订单     ,31.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200719390280835411 	","                    	",2020/7/19 2:19,                    ,2020/7/19 2:19,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.18-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200718009130193000410089208449	","20200718001100121100414779600948	",2020/7/18 19:56,2020/7/18 19:56,2020/7/18 19:56,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071822001447411421939752	","20071870049532724307	",2020/7/18 19:56,2020/7/18 19:56,2020/7/18 19:56,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,果之满满鲜榨果汁(五角场万达店)外卖订单,31.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200718009130193000410089475275	","20200718001100121100414779485704	",2020/7/18 16:51,2020/7/18 16:51,2020/7/18 16:51,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071822001447411421868603	","X5002751022007180464S6259070	",2020/7/18 16:51,2020/7/18 16:51,2020/7/18 16:51,其他（包括阿里巴巴和外部商家）,即时到账交易          ,无印良品(上海Reel百货店) ,条码支付-消费             ,129,支出      ,交易成功    ,0,0,                    ,已支出      
"20200718009130125000410089113935	","20200718200040011100110062895128	",2020/7/18 13:30,2020/7/18 13:30,2020/7/18 13:30,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,50,        ,交易成功    ,0,0,                    ,资金转移     
"20200718200040011100110062895128	","                    	",2020/7/18 13:29,2020/7/18 13:30,2020/7/18 13:30,支付宝网站     ,即时到账交易          ,一条死鱼            ,转账                  ,50,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200718009130125000410089042824	","20200718200040011100110062882773	",2020/7/18 12:53,2020/7/18 12:53,2020/7/18 12:53,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,162,        ,交易成功    ,0,0,                    ,资金转移     
"20200718200040011100110062882773	","                    	",2020/7/18 12:53,2020/7/18 12:53,2020/7/18 12:53,支付宝网站     ,即时到账交易          ,一条死鱼            ,转账                  ,162,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200718009130193000410089256768	","20200718001100121100414779361211	",2020/7/18 12:48,2020/7/18 12:48,2020/7/18 12:48,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071822001447411421903168	","20200718040288266641461	",2020/7/18 12:48,2020/7/18 12:48,2020/7/18 12:48,其他（包括阿里巴巴和外部商家）,即时到账交易          ,信用借还服务商         ,充电宝                 ,6,支出      ,交易成功    ,0,0,                    ,已支出      
"20200718009130193000410089249333	","20200718001100121100414779349901	",2020/7/18 12:45,2020/7/18 12:45,2020/7/18 12:45,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071822001447411421960538	","20071810100000000001671290201457	",2020/7/18 12:45,2020/7/18 12:45,2020/7/18 12:45,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团点评            ,大众点评订单-20071810100000000001671290201457,368,支出      ,交易成功    ,0,0,                    ,已支出      
"20200718009130125000410088839258	","20200718200040011100020063881185	",2020/7/18 7:18,2020/7/18 7:18,2020/7/18 7:18,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,转账收款到余额宝            ,2000,        ,交易成功    ,0,0,                    ,资金转移     
"20200718200040011100020063881185	","                    	",2020/7/18 7:17,2020/7/18 7:18,2020/7/18 7:18,支付宝网站     ,即时到账交易          ,装富有             ,转账                  ,2000,收入      ,交易成功    ,0,0,转账                  ,已收入      
"20200718381186426411 	","                    	",2020/7/18 2:05,                    ,2020/7/18 2:05,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-2020.07.17-收益发放 ,0.01,收入      ,交易成功    ,0,0,                    ,已收入      
"20200718009130193000410088935722	","20200718001100121100414779082008	",2020/7/18 0:21,2020/7/18 0:21,2020/7/18 0:21,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071822001147411421612567	","T200P1126001153633833850	",2020/7/18 0:20,2020/7/18 0:20,2020/7/20 10:00,淘宝        ,支付宝担保交易         ,阿里健康大药房         ,奥邦盐酸特比萘芬片0.25g*8片灰指甲皮肤酵母菌感染皮肤真菌感染絮状表皮癣菌犬小孢子菌手癣水疱体癣红色毛癣菌股癣继,25,支出      ,交易成功    ,0,0,                    ,已支出      
"20200717009130193000410088264319	","20200717001100121100414778819233	",2020/7/17 15:30,2020/7/17 15:30,2020/7/17 15:30,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071722001447411421236360	","20071770048467522807	",2020/7/17 15:30,2020/7/17 15:30,2020/7/17 15:30,其他（包括阿里巴巴和外部商家）,即时到账交易          ,饿了么             ,茶米茶(上海合生汇店)外卖订单     ,67.3,支出      ,交易成功    ,0,0,                    ,已支出      
"20200717009130193000410087986870	","20200717001100121100414778616627	",2020/7/17 9:35,2020/7/17 9:35,2020/7/17 9:35,支付宝网站     ,即时到账交易          ,长城基金管理有限公司      ,余额宝-笔笔攒-单笔攒入        ,3.88,        ,交易成功    ,0,0,                    ,资金转移     
"2020071722001447411421276214	","SXA1O98861457466    	",2020/7/17 9:35,2020/7/17 9:35,2020/7/17 9:35,其他（包括阿里巴巴和外部商家）,即时到账交易          ,全家便利店(上海区域店)    ,上海全家购物              ,5,支出      ,交易成功    ,0,0,                    ,已支出      
